usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,DG00155,clopidogrel bisulfate,D00769,(USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,DG00156,ticlopidine,D08594,(INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,DG00156,ticlopidine hydrochloride,D01028,(JP17/USAN)
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,DG00249,clonidine,D00281,(JAN/USP/INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,DG00249,clonidine hydrochloride,D00604,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,DG00250,guanfacine,D08031,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,DG00250,guanfacine hydrochloride,D00606,(JAN/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,DG00248,methyldopa,D08205,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,DG00248,methyldopa,D00405,(USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,DG00224,midodrine,D08220,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,DG00224,midodrine hydrochloride,D01307,(JAN/USAN)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine,D08365,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine hydrochloride,D00511,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine bitartrate,D08966,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,DG00256,doxazosin,D07874,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,DG00256,doxazosin mesylate,D00608,(USAN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,DG00285,phenoxybenzamine,D08358,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,DG00285,phenoxybenzamine hydrochloride,D00507,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,DG00253,prazosin,D08411,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,DG00253,prazosin hydrochloride,D00609,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,DG00491,terazosin,D08569,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,DG00491,terazosin hydrochloride,D00610,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,DG00339,benazepril,D07499,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,DG00339,benazepril hydrochloride,D00620,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,DG00335,enalapril,D07892,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,DG00335,enalapril maleate,D00621,(JP17/USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,DG00341,fosinopril,D07992,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,DG00341,fosinopril sodium,D00622,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,DG00336,lisinopril,D08131,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,DG00336,lisinopril,D00362,(USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,DG00344,moexipril,D08225,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,DG00344,moexipril hydrochloride,D00623,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,DG00337,perindopril,D03753,(USAN/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,DG00337,perindopril erbumine,D00624,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,DG00338,quinapril,D03752,(USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,DG00338,quinapril hydrochloride,D00459,(JP17/USP)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan,D08864,(JAN/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan medoxomil,D08067,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan kamedoxomil,D08865,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,DG00350,candesartan,D00522,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,DG00350,candesartan cilexetil,D00626,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,DG00349,eprosartan,D04040,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,DG00349,eprosartan mesylate,D02082,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,DG00348,losartan,D08146,(INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,DG00348,losartan potassium,D00357,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,DG01544,olmesartan,D05246,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,DG01544,olmesartan medoxomil,D01204,(JP17/USAN)
Cardiovascular Agents,Antiarrhythmics,amiodarone,DG00204,amiodarone,D02910,(USAN/INN)
Cardiovascular Agents,Antiarrhythmics,amiodarone,DG00204,amiodarone hydrochloride,D00636,(JP17/USAN)
Cardiovascular Agents,Antiarrhythmics,disopyramide,DG00194,disopyramide,D00303,(JP17/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,disopyramide,DG00194,disopyramide phosphate,D00637,(JAN/USP)
Cardiovascular Agents,Antiarrhythmics,dronedarone,DG00207,dronedarone,D02537,(INN)
Cardiovascular Agents,Antiarrhythmics,dronedarone,DG00207,dronedarone hydrochloride,D03914,(USAN)
Cardiovascular Agents,Antiarrhythmics,flecainide,DG00201,flecainide,D07962,(INN)
Cardiovascular Agents,Antiarrhythmics,flecainide,DG00201,flecainide acetate,D00638,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,mexiletine,DG00197,mexiletine,D08215,(INN)
Cardiovascular Agents,Antiarrhythmics,mexiletine,DG00197,mexiletine hydrochloride,D00639,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,procainamide,DG00193,procainamide,D08421,(INN)
Cardiovascular Agents,Antiarrhythmics,procainamide,DG00193,procainamide hydrochloride,D00477,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,propafenone,DG00200,propafenone,D08435,(INN)
Cardiovascular Agents,Antiarrhythmics,propafenone,DG00200,propafenone hydrochloride,D00640,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine,D08458,(BAN)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine gluconate,D00642,(USP)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine sulfate,D02272,(USP)
Cardiovascular Agents,Antiarrhythmics,sotalol,DG00307,sotalol,D08525,(INN)
Cardiovascular Agents,Antiarrhythmics,sotalol,DG00307,sotalol hydrochloride,D01026,(JAN/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,DG00314,acebutolol,D02338,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,DG00314,acebutolol hydrochloride,D00597,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,DG00315,betaxolol,D07526,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,DG00315,betaxolol hydrochloride,D00598,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,DG00316,bisoprolol,D02342,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,DG00316,bisoprolol fumarate,D00634,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,DG00321,carvedilol,D00255,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,DG00321,carvedilol phosphate,D03415,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,DG00320,labetalol,D08106,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,DG00320,labetalol hydrochloride,D00600,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol,D02358,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol tartrate,D00601,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol succinate,D00635,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol fumarate,D05011,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,DG00319,nebivolol,D05127,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,DG00319,nebivolol hydrochloride,D06622,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,DG00312,penbutolol,D08074,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,DG00312,penbutolol sulfate,D00602,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,DG00305,propranolol,D08443,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,DG00305,propranolol hydrochloride,D00483,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol,D08600,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol,D00378,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine,D07450,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine besylate,D00615,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine maleate,D02914,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,DG00323,nicardipine,D08270,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,DG00323,nicardipine hydrochloride,D00617,(JP17/USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem,D07845,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem hydrochloride,D00616,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem malate,D03830,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,DG00329,verapamil,D02356,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,DG00329,verapamil hydrochloride,D00619,(JP17/USP)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,DG01134,acetazolamide,D00218,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,DG01134,acetazolamide sodium,D01196,(JAN)
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,DG00274,ethacrynic acid,D00313,(USP)
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,DG00274,ethacrynate sodium,D04079,(USP)
Cardiovascular Agents,"Diuretics, Loop",furosemide,DG00272,furosemide,D00331,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",torsemide,DG00273,torsemide,D00382,(USP)
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,DG00275,amiloride,D07447,(INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,DG00275,amiloride hydrochloride,D00649,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,DG00268,chlorothiazide,D00519,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,DG00268,chlorothiazide sodium,D03471,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,DG00269,indapamide,D00345,(JP17/USP)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",fenofibrate/fenofibric acid,DG01548,fenofibrate,D00565,(JAN/INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,DG00355,atorvastatin,D07474,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,DG00355,atorvastatin calcium,D02258,(USP)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,DG00354,fluvastatin,D07983,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,DG00354,fluvastatin sodium,D00892,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,DG01838,pitavastatin calcium,D01862,(JAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,DG01838,pitavastatin calcium hydrate,D10568,(JP17)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,DG00353,pravastatin,D08410,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,DG00353,pravastatin sodium,D00893,(JP17/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,DG00357,rosuvastatin,D08492,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,DG00357,rosuvastatin calcium,D01915,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,DG00361,colesevelam,D07743,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,DG00361,colesevelam hydrochloride,D03582,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,DG00359,colestipol,D07771,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,DG00359,colestipol hydrochloride,D02113,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,DG00362,lomitapide,D09637,(USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,DG00362,lomitapide mesylate,D09638,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",niacin,DG00282,niacin,D00049,(USP)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine,D08044,(INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine hydrochloride,D01302,(JP17/USP)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine polistirex,D04458,(USAN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide dinitrate,DG01270,isosorbide dinitrate,D00516,(JP17/USP/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,DG00352,aliskiren,D03208,(USAN/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,DG00352,aliskiren fumarate,D06412,(JAN/USAN)
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,DG00247,ranolazine,D05700,(USAN/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,DG00247,ranolazine hydrochloride,D05701,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,DG00967,dextroamphetamine,D03740,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,DG00967,dextroamphetamine sulfate,D02078,(USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,DG00973,lisdexamfetamine,D08130,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,DG00973,lisdexamfetamine dimesylate,D04747,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,DG00968,metamfetamine,D08187,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,DG00968,methamphetamine hydrochloride,D02242,(JP17/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,DG00970,atomoxetine,D07473,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,DG00970,atomoxetine hydrochloride,D02574,(JAN/USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,DG00249,clonidine,D00281,(JAN/USP/INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,DG00249,clonidine hydrochloride,D00604,(JP17/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,DG00972,dexmethylphenidate,D07806,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,DG00972,dexmethylphenidate hydrochloride,D03721,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,DG00250,guanfacine,D08031,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,DG00250,guanfacine hydrochloride,D00606,(JAN/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,DG00969,methylphenidate,D04999,(USAN/INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,DG00969,methylphenidate hydrochloride,D01296,(JAN/USP)
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,DG00962,duloxetine,D07880,(INN)
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,DG00962,duloxetine hydrochloride,D01179,(JAN/USAN)
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,DG00960,milnacipran,D08222,(INN)
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,DG00960,milnacipran hydrochloride,D01107,(JAN/USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,fingolimod,DG00741,fingolimod hydrochloride,D04187,(JAN/USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,DG00701,mitoxantrone,D08224,(INN)
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,DG00701,mitoxantrone hydrochloride,D02166,(JAN/USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,atropine,D00113,(USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,methylatropine nitrate,D01077,(USAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,atropine methylbromide,D03814,(JAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,atropine oxide hydrochloride,D03011,(USAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,atropine oxide,D07477,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,DG00052,atropine sulfate,D02069,(JP17/USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,DG00032,dicycloverine,D07820,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,DG00032,dicyclomine hydrochloride,D00717,(JAN/USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",mepenzolate,DG00040,mepenzolate bromide,D00720,(JP17/INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,DG00065,scopolamine,D00138,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,DG00065,scopolamine butylbromide,D01451,(JP17)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,DG00065,scopolamine hydrobromide,D02071,(USP)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,DG00017,cimetidine,D00295,(JP17/USP/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,DG00017,cimetidine hydrochloride,D03503,(USP)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,DG00018,ranitidine,D00422,(USAN/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,DG00018,ranitidine bismuth citrate,D05699,(USAN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,DG00018,ranitidine hydrochloride,D00673,(JP17/USP)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,DG00046,alosetron,D07129,(INN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,DG00046,alosetron hydrochloride,D02829,(USAN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,DG00079,linaclotide,D09355,(JAN/USAN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,DG00079,linaclotide acetate,D06612,(USAN)
Gastrointestinal Agents,Protectants,sucralfate,DG00025,sucralfate,D00446,(USP/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,DG00023,esomeprazole,D07917,(INN)
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,DG00023,esomeprazole magnesium,D01984,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,DG00023,esomeprazole sodium,D04056,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,DG00023,esomeprazole potassium,D09339,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,DG00023,esomeprazole strontium,D10120,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,DG00020,omeprazole,D00455,(JP17/USP/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,DG00020,omeprazole sodium,D01207,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,DG00020,omeprazole sodium injection,D05261,(JAN)
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,DG00020,omeprazole magnesium,D05259,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,DG00021,pantoprazole,D05353,(USAN/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,DG00021,pantoprazole sodium,D02593,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,DG00022,rabeprazole,D08463,(INN)
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,DG00022,rabeprazole sodium,D00724,(JP17/USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,DG00092,loperamide,D08144,(INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,DG00092,loperamide hydrochloride,D00729,(JAN/USP)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,DG00092,loperamide oxide,D07113,(INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,DG00055,metoclopramide,D00726,(JP17/INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,DG00055,metoclopramide hydrochloride,D02213,(JAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,DG00055,metoclopramide hydrochloride,D05008,(USAN)
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,DG00482,darifenacin,D03654,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,DG00482,darifenacin hydrobromide,D01699,(JAN/USAN)
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,DG00483,fesoterodine,D07226,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,DG00483,fesoterodine fumarate,D08923,(JAN/USP)
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,DG00477,flavoxate,D07961,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,DG00477,flavoxate hydrochloride,D00718,(JP17/USAN)
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,DG00478,oxybutynin,D00465,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,DG00478,oxybutynin chloride,D00722,(USP)
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,DG00481,solifenacin,D08522,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,DG00481,solifenacin succinate,D01269,(JAN/USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,DG00480,tolterodine,D00646,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,DG00480,tolterodine tartrate,D01148,(JAN/USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,DG00489,alfuzosin,D07124,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,DG00489,alfuzosin hydrochloride,D01692,(JAN/USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,DG00256,doxazosin,D07874,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,DG00256,doxazosin mesylate,D00608,(USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,DG00253,prazosin,D08411,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,DG00253,prazosin hydrochloride,D00609,(JP17/USP)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,DG00490,tamsulosin,D08560,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,DG00490,tamsulosin hydrochloride,D01024,(JP17/USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,DG00491,terazosin,D08569,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,DG00491,terazosin hydrochloride,D00610,(USAN)
Genitourinary Agents,Phosphate Binders,calcium acetate,DG01299,calcium acetate,D00931,(USP)
Genitourinary Agents,Phosphate Binders,calcium acetate,DG01299,calcium acetate,D02257,(JAN)
Genitourinary Agents,Phosphate Binders,sevelamer,DG01161,sevelamer,D08512,(INN)
Genitourinary Agents,Phosphate Binders,sevelamer,DG01161,sevelamer hydrochloride,D01983,(JAN/USAN)
Genitourinary Agents,Phosphate Binders,sevelamer,DG01161,sevelamer carbonate,D06642,(USAN)
Genitourinary Agents,"Genitourinary Agents, Other",bethanechol,DG00991,bethanechol chloride,D01000,(JP17/USP)
Genitourinary Agents,"Genitourinary Agents, Other",penicillamine,DG00763,penicillamine,D00496,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone,D00075,(JAN/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone cypionate,D00957,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone enanthate,D00958,(JP17/USP)
